album_id,album_name
75019098,我曾
80918751,这一生关于你的风景
83601943,我的姑娘她在远方
36157658,大风遇到了雨
79930825,得不到你
81881681,失乐
82853031,初秋和你
35515694,你是姑娘不是我的新娘
78763674,游
81531991,敬长安
80535453,如谁所愿
82041921,我和我的祖国
81699742,过命的弟兄
78570934,雪暴
80003734,尘
34780271,初学者
2681139,意外
3154175,绅士
74999481,怪咖
36855053,渡
17074,未完成的歌
3316028,一半
17072,几个薛之谦
34861909,来日方长
34749139,重返十七岁
83878976,麻雀
73914415,耳朵
13140,小黄
36796018,戒烟
3131104,不将就
34567265,有理想
3056204,喜剧之王
3109627,热门华语262
2659088,模特
3075071,李荣浩
34861281,不说
73326637,中国新说唱第10期
36225128,我看着你的时候
3142035,我是歌手第三季第4期
36451504,祝你幸福
36037408,歌谣
35634713,就这样
34427077,满座
35535114,嗯
36525767,后羿
35845270,裙姊
36784299,嗯
83535299,下山
82606706,多情种
83770626,卑微小调
82159941,好男人都死哪去了
83643019,琴师
83406763,画心(男生版)
83535252,卑微小调
84054392,常乐
83609543,多情种
84236870,慕夏
2301158,因你而在
3056951,新地球
10750,学不会
10755,她说概念自选辑
10770,JJ陆
10804,第二天堂
10766,100天
81704189,将故事写成我们
10792,曹操
10799,编号89757
34608091,我是歌手第四季歌王之战
24803,不可思议金选
10777,西界
79630781,我们很好
3438282,和自己对话FromM.E.ToMyself
10808,乐行者
3270689,最佳前男友电视原声带
34739607,超越无限
6451,What'sGoingOn…?
38296010,我们
6434,认了吧
2801259,rice&shine
6452,LifeContinues…
6491,U-87
6375,TimeFlies
6341,？
6365,DUO陈奕迅2010演唱会
6454,GetALife演唱会
6355,StrangerUnderMySkin
3142085,我是歌手第三季总决赛
2685339,ConcertYY黄伟文作品展演唱会
6394,Solidays新曲+精选
6335,...3mm
6388,H³M
2261091,梦想天空分外蓝
18932,ReImagineLeslieCheung
6604,婚礼的祝福
2518003,TheKey
6410,EasonMovingOnStage1
80235030,相信你的人
3279543,无条件唱陈奕迅
34923261,四季
511843,承诺
23950,美好岁月
3404003,SleepAlone
82895847,你的答案
75422117,太多
73535571,有机会一起抽烟
82495902,二十四（demo）
78938226,听闻余生
78408655,夺走我爱情的刺客
78546201,月下的誓言
78462644,狼性
78570420,晚安
81762080,嗜好
79591241,祝你爱我到天荒地老
75473750,有可能的夜晚
83770787,失眠症候群
78829908,孤单心事
82595937,初恋那件小事电视剧原声带
78143563,胆小鬼
80364077,追风
80756606,好喜欢你
82270478,很需要
81917407,不难
82744126,靠近
82594496,家国天下
81351577,聚划算99划算盛典Live
84358247,你和我和猫
39483040,平凡的一天
83823905,小王
37548020,香蜜沉沉烬如霜电视原声音乐专辑
36997221,无问
80917535,极限17影视原声专辑
36997053,感觉自己是巨星
36784061,项羽虞姬
74268619,创业时代影视剧原声带
74829901,我们的主题曲Vol.1TheVeryBestofGoldenDog
71614796,意料之中
74269222,那时的我们
36784298,请记住我
73471903,天坑鹰猎电视原声带
74830030,在无风时
37467207,如果有一天我变得很有钱(必胜客新春版)
36972068,寻梦环游记(豪华版原声带)
74265979,中国音乐公告牌第十一期
73471937,一江水
83848829,好想爱这个世界啊
2975208,烟火里的尘埃
3292678,异类
82784844,与火星的孩子对话
35578236,齐天
34768521,HereWeAre
36192844,无聊人
72706788,寒鸦少年
34897688,我离孤单几公里
35368354,寻
36412204,智商二五零
34826338,ForForever
3021003,卡西莫多的礼物
34984245,我的滑板鞋2016
34897686,消失的昨天
3010205,卡西莫多的礼物
34753110,造物者
34738704,巨鹿
34791100,ToBeFree
2732554,趁你还年轻
3130028,癌
35347577,随我
34589972,火星情报局
36875227,相爱穿梭千年2：月光下的交换
3076565,热门华语253
3010126,自己的太阳
39591028,夏之旅
2956058,WhyNobodyFights
2811111,花儿与少年
36875180,追梦敢不敢
3102678,就这Young
3275736,热门华语280
3094379,热门华语259
34749138,青年晚报
16953,自定义
16949,素颜
16932,梦游计
2893090,不如吃茶去
82435664,雨幕
16951,寻雾启示
16960,断桥残雪
16959,许嵩单曲集
38373470,我乐意
16936,天龙八部之宿敌
512106,乐酷
16942,半城烟沙
71747023,寻宝游戏
16937,苏格拉没有底
74519732,绝代风华
16955,我想牵着你的手
3270688,千古
35069309,今年勇
36871103,蝴蝶的时间
34861081,江湖
16968,V
35282041,深夜书店
79130968,孤身
36633179,白羊
83045334,我可以
36913155,千禧
36152328,青柠
71855800,零零
35222242,鸽子
38592047,双子
78221644,去见你
82497615,木质星球
37987043,拥抱
35285562,不二臣
36457204,氤氲
34870297,路远马亡
82302160,星子
75351594,离家最近的路
75016703,宝贝
35373032,林宥嘉
37176029,年年
78270462,胆小鬼
35551590,迂回
74267848,艺术家
80848946,七月与安生影视原声全辑
35666350,陈瑞
79191452,失眠飞行
78232124,初遇
82851821,绿洲
35533615,椿
75019881,告白
80621802,超喜欢你
39593148,不打扰
82302646,谈恋爱前不如先养猫
80344268,须后水
37641971,里面
34564144,某个集团
38796049,BlueDress
73924804,道理的道理
34573014,菲菲
34993474,预言家
3017439,热门华语241
36589987,好奇（Curious）
36888505,日子全都喂给了猫
34564143,爱冬野的少年
34902875,立方客
36117587,陷于灰色幻象
35155046,突然来的新年
3203171,热门华语269
35355421,清醒纪
80816891,嚣张
79224113,天龙八部之宿敌cover许嵩
81948144,你走之后的雨季
38226049,没有理由
35559257,再也没有
80005837,放个大招给你看
71614249,小鹿乱撞
79257354,开普勒452B
82921774,怎么了，没什么
75833202,是你
74991815,围绕
35560248,撒野
75137216,为你疯狂
81330483,给你一个稳
37575107,全部都给你
72071014,不停
38273135,That’sMe
35368355,旅程
80124436,夏天的夏天
72384783,动物(Animal)
84029031,2020全都要稳
10764,感官/世界
38983092,成全
10752,大小说家
34897385,全世界谁倾听你
10776,神秘嘉宾
10757,美妙生活
10754,SensesAroundLiveTour
34552,星光同学会
34738387,今日营业中
81876342,少女
511627,台剧万岁
77634399,别让我走远
34549,爱星光精选昨天今天明天
71611869,TheGREATYOGA数位Live精选
35544019,船
34886980,必娶女人电视原声带
72070692,爱情进化论电视剧原声带
71612677,推动摇篮的手
80067034,流淌的美好时光影视原声带
2334121,JazzChannel
2532053,神游世界巡回演唱会台北旗舰场
3288038,热门华语281
34924009,长大的童话
3275248,如同悲伤被下载了两次
34860033,秦时明月电视剧原声带
83538037,没有理由
80982754,不得不爱
83409048,你走以后
81142793,重来
75892065,AllFallsDown
80831351,LoveStruck
78248182,壹九
78743564,BEGGIN
82499517,Shy
81277112,Allbymyself
81640701,噪音
80020724,YoungBoss
78812072,Decent!(feat.Lambert)
81642037,NACHO
80757869,Doubledown
81090004,飞
78883169,你走以后1.0
36916577,你走以后
71784153,起风了remix
78806537,你走以后2.0
75596676,wex
74009644,不如不见面remix
79005679,她是個極有魅力的怪物
80011395,她
78535779,靠近
78455716,4.18
81513825,你
80257905,R0725
78143633,☼
73974456,lonelyxx
84196348,喜欢
78720135,我的名字
83535741,爱你不是两三天
79466941,你曾是少年
36231818,赧然的贼2017
34838033,混蛋
79755245,强风吹拂电视原声带
80119648,带着爸爸去留学电视原声带
81176278,山月不知心底事电视剧原声带
34793936,立日心
34792486,赧然的贼
36979178,新年快乐
81034994,加油，你是最棒的电视原声带
36016058,2017快乐男声个人抢冠赛6进5
81559999,Life·Live
35835571,2017快乐男声全国赛第八期
35908758,2017快乐男声个人抢冠赛7进6
34894716,黑色的海
35745308,2017快乐男声全国赛第六期
35688444,2017快乐男声全国赛第四期
74999547,只记今朝笑
81254310,我在未来等你电视剧原声专辑
36107159,2017快乐男声冠军之夜
35696740,2017快乐男声全国赛第五期
35805108,2017快乐男声全国赛第七期
36030587,2017快乐男声个人抢冠赛5进4
73471940,少年行
35886034,2017快乐男声全国赛第九期
74268759,中国音乐公告牌第十期
79461803,耿
16606,万有引力
16608,好安静
38721034,忽而今夏电视剧珍爱原声大碟
34839537,微微一笑很倾城电视原声带
16611,慢慢懂
17594,不良少年
73468127,中国新声代第五季第十一期
35644242,夏至未至影视原声带
16614,巴赫旧约
74064632,为你写诗
72070871,中国新声代第五季第二期
72797059,克制凶猛
3159123,花千骨电视原声带
80460031,星星坠落时
74023874,无名之辈
3287224,登陆计划
2882154,传世乐章
39480033,小流星
2857101,晴
34439032,灵主不悔
3378020,热门华语283
79379741,这一生关于你的风景
80500381,这城市风总是很大
73828956,年少
80072388,平胸女子
81068891,亦是此间少年
83939282,大梦
82039180,雪花膏
82088357,太阳（完整版）
82575447,拾忆
83797124,重演
80533553,画
80789634,拜拜
79560749,化身孤岛的鲸
84308690,情字难(男版)
74973283,生而为人
80915281,迷人的危险
79930549,那就晚安
83918662,感情医生
81509550,再怎么爱
78802507,鲸鱼
39684642,说故事的男孩儿
83104274,别走远
80623599,我来唱一首歌
19316,遥远的她.Amour
19020,在你身边
19076,学友热
19243,吻别
19146,忘记你我做不到
19226,饿狼传说
19237,等你等到我心痛
19194,一生跟你走作品集
19155,情缘十载
19093,友情歌1995-2000世纪情歌金选
19098,JackyCheung15
19046,黑与白新歌+精选1985-2004
3388880,Celebration45thAnniversary环球志101
19085,友情对唱
19255,爱你多一些精选
19125,情歌岁月
19187,过敏世界
19037,活出生命Live演唱会
19175,三年两语
19273,只愿一生爱一人
19118,不后悔
19234,祝福
511885,宝鉴
19190,真爱(新曲+真正精选)
19121,释放自己
19062,他在那里
9259,十年选
10948,林夕字传
19105,走过1999
513979,地球大合唱
19115,有个人
19306,相爱
19240,我与你
75465355,你是人间四月天
74935701,写给黄淮
79791576,暖一杯茶
74387689,借忧所以然
72780839,我在黄淮
83750581,失眠
78534912,解忧
83827759,当倾尽所有余生何求
80499505,过期的青春
80917467,渺无音信
81698599,下雨的杭州
82918174,一个人的狂欢
74694152,少年依然在
78926482,我们都是无名之辈
83917346,大蛇2电影原声带
81027190,2019无敌大串烧
35258839,烟袋斜街
35008198,锦里（OriginalMix）
80320012,单线告别
34966145,YOUTH(KissgunRemix)
35146227,Beijing
34903154,南锣鼓巷
34892026,夜袭漓江塔
35438489,田子坊
72218520,宝贝
36417980,我不害怕
34916134,大白兔奶糖
34892790,Beautifulcloud
34892210,Onlywithyou
34914224,迷路（OriginalMix）
34878283,Rush（JiaoYanpears&KissgunRemix）
36067825,脾气
83008035,野狼disco
80986146,中国新说唱2019第十期
38293963,路易
83915200,嗨唱转起来第8期
75618334,千王之王（LoveGambler)
36457807,你的老舅
35147852,龙门客栈
74169420,YoungMafia（Remix）
34792840,《样带:38场29镜2次》
71716063,《Young》
73813979,YMC
75509015,《钱雨》
80235556,中国新说唱2019第四期
36832915,F.E.A.T
83675291,星驰
71720485,长安砂岚
36569472,来日方长
79919480,中国新说唱2019第二期
79449730,逆流而上
39524431,DragMeDown(Feat.宝石Gem)
36492631,城市忍者疾风传
36917448,远和近
37904507,杨花大桥
38005081,留灯
37876103,WOLFMAN
37862478,远和近
37692529,香槟
36867727,killaeatnoodle
36869428,KillaEatNoodle(ProdbyYoungMetro)
35005583,飞行器的执行周期
8401,微微
74530719,It'sAlwaysTheLittleThings
36278121,不明下落
8403,郭顶同名专辑
2321001,初·爱
2290034,我是歌手第一季第5期
35757233,越过山丘
17833,原色
35369301,歌手第13期
3139962,我变了我没变
2374056,我是歌手第一季第11期
17840,鸽子
3222017,热门华语271
84070859,被光抓走的人电影原声带
3142088,我是歌手2015巅峰会
2462048,爱情自有天意电视原声带
2396284,我是歌手第一季第12期
37464083,谈判官电视原声带
35456292,欢乐颂2电视原声带
3295048,热门华语282
17835,Star!Start!星空传奇演唱会
3010183,热门华语240
2290005,我是歌手第一季第3期
35663210,电影《闪光少女》OST概念音乐计划
2290028,我是歌手第一季第4期
35535088,天龙八部
2747002,热门华语3
2415003,我是歌手第一季总决赛
2696063,热门华语163
2693040,热门华语87
78351652,拾鱼
3176074,热门华语267
2771165,热门华语209
39723555,只要平凡
2643348,爱，不解释
19318,明天过后
19298,"这,就是爱"
35266083,歌手第8期
2786867,我是歌手第二季第8期
2866684,古剑奇谭电视原声带
19322,最美的太阳
19315,穿越三部曲
3275171,拾
19307,着魔
2975006,中国新声代第二季第十三期
3165572,一念之间
19292,最接近天堂的地方
19326,年轻的战场
35188207,歌手第5期
19290,逆战
3174134,真心英雄
511367,快乐出发
2786866,我是歌手第二季第7期
35313032,歌手第10期
2992050,很奇怪我爱你
2786865,我是歌手第二季第6期
19295,赛尔号之寻找凤凰神兽动画电影原声带
3154231,直到世界尽头
37099061,FAST
19289,搁浅
79886335,第二街区
79463462,糖
72363263,囍（ChineseWedding）
74829385,葛东琪翻唱集（不定时更新）
83766965,夺梦
78511999,SOS
82201728,烤山药（Chineseyam）
73915849,烫嘴歌
80068444,不拆穿
73473182,没结尾的结尾
37392404,星期六（Saturday）
74528201,SOS
34913191,发条人
36790979,Icantakeit
35909094,Tbang2017·青
36813114,Tbang2017•红
18937,IAmWhatIAm
19057,Ultimate
2537127,最红
19078,张国荣告别乐坛演唱会
18934,LeslieCheungFourSeasons
19003,大热
18959,钟情张国荣
18978,热·情演唱会
19029,这些年来EP
19087,Salute
19014,陪你倒数
18951,张国荣电影歌集
2374026,"MissYouMuch,Leslie"
18972,一切随风
19012,Untitled
18945,戏魅
34930257,成都
20339,赵小雷
3048030,吉姆餐厅
35069014,无法长大
37256446,十九岁
3184495,阿弥陀佛么么哒·一个孩子的心愿
34943558,无法长大
71883100,彩虹下面
2698124,热门华语197
36751059,静下来
34783252,好吗好的
35176122,歌手第4期
35157146,歌手第3期
3295812,再也不会去丽江
3082303,"乖,摸摸头配乐集"
39593136,你坏
38388031,赵雷·专场
36703053,你来我在
81590985,勿忘
2266009,遗憾
2270077,我的歌声里
2263011,中国好声音第一季澳门演唱会
2519105,敏感者
2762117,新能量群星合集
2720108,原来爱情没有刚刚好
34841491,谢谢你
2537004,我为歌狂（第十一期）
2753025,想神马有神马
2716071,取名回忆的时光
2693062,热门华语97
34851386,武林外外传电影原声带
2662059,希望爱
71855745,昨日青空
83012275,连名带姓
81637019,寂寞寂寞就好
80419340,亲爱的，热爱的影视原声带
37579301,偶像练习生表演曲目合集
81727589,荒诞学家
82525805,AZORAland
82700869,嗨唱转起来第2期
79587024,神奇的汉字
80343462,幸福指南编辑部
84386607,到时见
78425810,最近
75756169,最近
81056702,好心分手
75758470,最近，还好
82121947,犯错
83851354,挥着翅膀的女孩
78464807,盛夏的果实
80533814,好心分手
82846109,囚鸟
80183050,一个人走
83989364,年华里最美的都是错过
82401201,其实我并不快乐
79632898,亲爱的你在哪里
83655829,给昨天的自己
79632674,你好再见
78458786,胡广生
80467022,那些失眠的人们
78166833,有你的地方是天堂
72373724,失色
79496438,有情人难成眷属
82896050,游子泪花
84360057,我爱他
84033640,Mr.EnjoyDaMoney
83201551,hangshi
71716891,52hz
83418395,你耍不来
83756976,12
34779681,过山车31[Disc.1]
81797801,UFO
79223962,THELASTFIRSTKISS
81864856,废物（FREESTYLE）
83571935,OhMyBro
75797372,OnBothSides
78542963,YOUNGRICHFOREVER
82779250,HANDSOME
72041047,Nephewfreestyleremix
81070304,GlowedUp
79491981,Water(ft.DZknow)
34778718,过山车31[Disc.2]
74931828,Gemini
36141723,升级的过程Remix
82889597,BIGFACE
71775081,52hzremix
71750209,52hz(Remix)
78295647,药瑞的药
71739108,52Hz（BVLRemix）
72335725,假情歌
83459536,哈麻批的歌
71716417,52hz-Remix
74444587,打扰了
80855051,Teextrañé.(52hzRemix)
72983394,金牛座
79634961,我走后
74266060,即兴
78830857,眼里
75219397,即兴(说唱版)
74982969,自己
75770812,无需依靠
80984066,十六
79266382,眼里(520版)
2263059,十八般武艺
2263087,不能不爱…卢巧音精选
2263099,火力全开(新歌+精选)
2569273,唯一
35196513,亚洲通车
2263164,盖世英雄演唱会
510762,K情歌9
2263173,音乐进化论
512175,男女情歌对唱冠军全记录
511168,K情歌8
512853,用音乐加油！！手牵手大合唱
2263171,公转自转
2263142,不可能错过你
2263113,2008sonyericssonmusic-man世界巡回演唱会影音全纪
2786941,缘定一生情歌精选
34860030,JTW西游记(BLACK)
3170470,为你而声
3213252,力宏二十二十周年唯一精选
513168,和未来有约
2875065,热门华语223
2290032,2013年中央电视台春节联欢晚会
35052305,TheGreatWall(OriginalMotionPictureSoundtrack)
2263180,永远的第一天
75350006,成语接龙
74170868,食色性也
74063648,福无双至·终章
82039726,红色-山河版
84005966,Free-OutTapeVol.1
75185281,断桥记
78540566,777
80345509,从上到下
75025048,杀手修炼手册
71714478,中间人
71847906,某人
39751600,寻找我
36988010,WeDon'tNeedABreak
80193800,失去
83863567,把生活拍成电影
37358608,CaughtMyLove
78847293,一生悬命
74388170,rundatgame
37222477,怪圈
80691974,第二个酒吧
36505073,没头脑和不高兴
36757039,灬
38631487,罗生门
74842934,海之彼岸
78540366,1MINRAP|8MILExBEATSHARExICEPAPER
73151463,卧室2.0
79256820,LilGhost2.0
37831052,GOODNIGHT
82523759,偏爱
72053635,Unicorn
74266827,I.W.A.B.N
78321975,黑白
75836363,上
73982683,扑朔迷离(跑得快)
78271718,友情岁月(概念版)
36107049,新生代
73471716,中国音乐公告牌第三期
84019897,从M到W的高速公路
82297219,HeadInTheCloudsII
36037281,Papillon
38404010,Dawnofus
75173031,Red
36870061,OKAY
74632202,`Present:YOU`&MEEdition
81253435,MIRRORS
78375893,热爱就一起
78426111,Oxygen
38595246,X
39266103,Fendiman
38529085,VIBEPresentsUrbanAsiaVol1
75773598,"Good,Bad&Ugly"
73257170,Present:YOU
75815424,9801
71724134,BruceLee李小龙
2759684,FullMoon
37029169,MOOD
75547792,BIMMERRIDE
38374300,TIARA
80218513,Papillon(BOYTOYremix)[巴比龙(BOYTOY混音版)]
79759200,Diaspora
36037550,九州天空城
35695243,Generation2
79834543,Another(Feat.王嘉尔)
79294308,VIBEPresentsUrbanAsiaVol2
3377422,最新热歌慢摇115
74813614,Hello
79762917,Diaspora(Clean)
84331147,FADED(Live)
2732104,是时候…
19148,MyWay
511763,Love国语情歌集
19086,No.Eleven
19131,酷爱
19073,P.S.ILoveYou新歌+精选
2301081,PinkDahlia
19081,轩动心弦演唱会
19109,UrbanEmotions
19139,我的梦想我的路
